Store Name,GRN Number,GRN Date,Supplier Code,Supplier Name,Supplier Invoice Number,Supplier Invoice Date,Actual Delivery Date,Supplier Item Name,Supplier SKU,Category,Sub Category,Supplier Qty,Return Qty,Supplier Unit,Supplier Unit Cost,Discount Amount,Charge Amount,Total Cost,Total Tax,Total ITC,Total Amount,Inventory Item Name,Inventory SKU,Inventory Qty,Inventory Unit,Inventory Unit Cost,PO Number,PO Date,PO Quantity,PO Type,PO Quantity Variance,Label,Additional Cess,GRN Item Notes,PO Item Notes,Contract
Central Warehouse - Bangalore,77583,6/2/2024,TF,Tru Flavours,FY-24-25/044,6/2/2024,,Item 1,RM37,Raw Material,Food,20,,kg,2720,0,0,54400,2720,0,57120,Item 1,RM37,20,kg,2720,77350,6/2/2024,20,Standard,0,,,,,
Central Warehouse - Bangalore,77583,6/2/2024,TF,Tru Flavours,FY-24-25/044,6/2/2024,,Item 2,RM39,Raw Material,Food,15,,kg,3270,0,0,49050,2452.5,0,51502.5,Item 2,RM39,15,kg,3270,77350,6/2/2024,15,Standard,0,,,,,
Central Warehouse - Bangalore,77583,6/2/2024,TF,Tru Flavours,FY-24-25/044,6/2/2024,,Item 3,RM40,Raw Material,Food,10,,Kg,575,0,0,5750,287.5,0,6037.5,Item 3,RM40,10,kg,575,77350,6/2/2024,10,Standard,0,,,,,
Central Warehouse - Bangalore,77583,6/2/2024,TF,Tru Flavours,FY-24-25/044,6/2/2024,,Item 4,RM41,Raw Material,Food,12,,kg,850,0,0,10200,510,0,10710,Item 4,RM41,12,kg,850,77350,6/2/2024,12,Standard,0,,,,,
Central Warehouse - Bangalore,77583,6/2/2024,TF,Tru Flavours,FY-24-25/044,6/2/2024,,Item 5,RM42,Raw Material,Food,5,,kg,1270,0,0,6350,317.5,0,6667.5,Item 5,RM42,5,kg,1270,77350,6/2/2024,5,Standard,0,,,,,
Central Warehouse - Bangalore,77583,6/2/2024,TF,Tru Flavours,FY-24-25/044,6/2/2024,,Item 7,RM44,Raw Material,Food,1,,kg,720,0,0,720,36,0,756,Item 7,RM44,1,kg,720,77350,6/2/2024,1,Standard,0,,,,,
Central Warehouse - Bangalore,77584,6/2/2024,MP,Mahadev Plastic,4563,6/1/2024,,Coconut Broom,SC18,Supplies & Consumables,Housekeeping,10,,pcs,30,0,0,300,0,0,300,Coconut Broom,SC18,10,pcs,30,77358,6/2/2024,10,Standard,0,,,,,
Central Warehouse - Bangalore,77584,6/2/2024,MP,Mahadev Plastic,4563,6/1/2024,,Floor Road Brush,SC20,Supplies & Consumables,Housekeeping,10,,pcs,140,0,0,1400,252,0,1652,Floor Road Brush,SC20,10,pcs,140,77358,6/2/2024,10,Standard,0,,,,,
Central Warehouse - Bangalore,77584,6/2/2024,MP,Mahadev Plastic,4563,6/1/2024,,Floor Squeezer,SC21,Supplies & Consumables,Housekeeping,15,,pcs,140,0,0,2100,378,0,2478,Floor Squeezer,SC21,15,pcs,140,77358,6/2/2024,15,Standard,0,,,,,
Central Warehouse - Bangalore,77584,6/2/2024,MP,Mahadev Plastic,4563,6/1/2024,,Kitchen Cap (100Pcs Pkt),SC29,Supplies & Consumables,Housekeeping,50,,pkt,70,0,0,3500,175,0,3675,Kitchen Cap (100Pcs Pkt),SC29,5000,pcs,0.7,77358,6/2/2024,50,Standard,0,,,,,
Central Warehouse - Bangalore,77584,6/2/2024,MP,Mahadev Plastic,4563,6/1/2024,,Kitchen Cloth Check,SC30,Supplies & Consumables,Housekeeping,156,,pcs,10,0,0,1560,78,0,1638,Kitchen Cloth Check,SC30,156,pcs,10,77358,6/2/2024,156,Standard,0,,,,,
Central Warehouse - Bangalore,77584,6/2/2024,MP,Mahadev Plastic,4563,6/1/2024,,Mop Refill,SC36,Supplies & Consumables,Housekeeping,15,,pcs,110,0,0,1650,297,0,1947,Mop Refill,SC36,15,pcs,110,77358,6/2/2024,15,Standard,0,,,,,
Central Warehouse - Bangalore,77584,6/2/2024,MP,Mahadev Plastic,4563,6/1/2024,,Mop Stick,SC37,Supplies & Consumables,Housekeeping,10,,pcs,80,0,0,800,144,0,944,Mop Stick,SC37,10,pcs,80,77358,6/2/2024,10,Standard,0,,,,,
Central Warehouse - Bangalore,77584,6/2/2024,MP,Mahadev Plastic,4563,6/1/2024,,Nylon Scruber,SC38,Supplies & Consumables,Housekeeping,432,,pcs,6,0,0,2592,466.56,0,3058.56,Nylon Scruber,SC38,432,pcs,6,77358,6/2/2024,432,Standard,0,,,,,
Central Warehouse - Bangalore,77584,6/2/2024,MP,Mahadev Plastic,4563,6/1/2024,,Soft Broom,SC50,Supplies & Consumables,Housekeeping,10,,pcs,90,0,0,900,0,0,900,Soft Broom,SC50,10,pcs,90,77358,6/2/2024,10,Standard,0,,,,,
Central Warehouse - Bangalore,77585,6/2/2024,MP,Mahadev Plastic,4565,6/1/2024,,Surgical Gloves,SC53,Supplies & Consumables,Housekeeping,10,,pkt,280,0,0,2800,336,0,3136,Surgical Gloves,SC53,10,pcs,280,77360,6/2/2024,10,Standard,0,,,,,
Central Warehouse - Bangalore,77586,6/2/2024,MP,Mahadev Plastic,4562,6/2/2024,,Dlite Black Containers 500Ml,SC69,Supplies & Consumables,Packaging,2000,,pcs,4.95,0,0,9900,1782,0,11682,Dlite Black Containers 500Ml,SC69,2000,pcs,4.95,77368,6/2/2024,2000,Standard,0,,,,,
Central Warehouse - Bangalore,77586,6/2/2024,MP,Mahadev Plastic,4562,6/2/2024,,Family Container 2500 Ml,SC70,Supplies & Consumables,Packaging,1500,,pcs,13.5,0,0,20250,3645,0,23895,Family Container 2500 Ml,SC70,1500,pcs,13.5,77368,6/2/2024,1500,Standard,0,,,,,
Central Warehouse - Bangalore,77586,6/2/2024,MP,Mahadev Plastic,4562,6/2/2024,,Family Green Contanier 2500 Ml,SC71,Supplies & Consumables,Packaging,600,,pcs,13.5,0,0,8100,1458,0,9558,Family Green Contanier 2500 Ml,SC71,600,pcs,13.5,77368,6/2/2024,600,Standard,0,,,,,
Central Warehouse - Bangalore,77586,6/2/2024,MP,Mahadev Plastic,4562,6/2/2024,,Full Container 1000 Ml,SC72,Supplies & Consumables,Packaging,1000,,pcs,7.2,0,0,7200,1296,0,8496,Full Container 1000 Ml,SC72,1000,pcs,7.2,77368,6/2/2024,1000,Standard,0,,,,,
Central Warehouse - Bangalore,77586,6/2/2024,MP,Mahadev Plastic,4562,6/2/2024,,Full Green Container 1000 Ml,SC73,Supplies & Consumables,Packaging,1000,,pcs,7.2,0,0,7200,1296,0,8496,Full Green Container 1000 Ml,SC73,1000,pcs,7.2,77368,6/2/2024,1000,Standard,0,,,,,
Central Warehouse - Bangalore,77586,6/2/2024,MP,Mahadev Plastic,4562,6/2/2024,,Half Red 600Ml Container,SC77,Supplies & Consumables,Packaging,12000,,pcs,5.8,0,0,69600,12528,0,82128,Half Red 600Ml Container,SC77,12000,pcs,5.8,77368,6/2/2024,12000,Standard,0,,,,,
Central Warehouse - Bangalore,77586,6/2/2024,MP,Mahadev Plastic,4562,6/2/2024,,Large Container 1500 Ml,SC78,Supplies & Consumables,Packaging,1000,,pcs,9.3,0,0,9300,1674,0,10974,Large Container 1500 Ml,SC78,1000,pcs,9.3,77368,6/2/2024,1000,Standard,0,,,,,
Central Warehouse - Bangalore,77586,6/2/2024,MP,Mahadev Plastic,4562,6/2/2024,,Raitha Container For Full Biryanis 200 Ml,SS78,Supplies & Consumables,Packaging,5000,,pcs,3.3,0,0,16500,2970,0,19470,Raitha Container For Full Biryanis 200 Ml,SC94,5000,pcs,3.3,77368,6/2/2024,5000,Standard,0,,,,,
Central Warehouse - Bangalore,77586,6/2/2024,MP,Mahadev Plastic,4562,6/2/2024,,Raitha Container For Half/Regular Biryanis 100 Ml,SC95,Supplies & Consumables,Packaging,20000,,pcs,1.95,0,0,39000,7020,0,46020,Raitha Container For Half/Regular Biryanis 100 Ml,SC95,20000,pcs,1.95,77368,6/2/2024,20000,Standard,0,,,,,
Central Warehouse - Bangalore,77586,6/2/2024,MP,Mahadev Plastic,4562,6/2/2024,,Regular Container 750 Ml,SC100,Supplies & Consumables,Packaging,2400,,pcs,6.45,0,0,15480,2786.4,0,18266.4,Regular Container 750 Ml,SC100,2400,pcs,6.45,77368,6/2/2024,2400,Standard,0,,,,,
Central Warehouse - Bangalore,77586,6/2/2024,MP,Mahadev Plastic,4562,6/2/2024,,Regular Green Container 750 Ml,SC101,Supplies & Consumables,Packaging,1600,,pcs,6.45,0,0,10320,1857.6,0,12177.6,Regular Green Container 750 Ml,SC101,1600,pcs,6.45,77368,6/2/2024,1600,Standard,0,,,,,
Central Warehouse - Bangalore,77588,6/2/2024,MP,Mahadev Plastic,4564,6/1/2024,,7*9 Silver Cover,SC62,Supplies & Consumables,Packaging,35,,pkt,65,0,0,2275,409.5,0,2684.5,7*9 Silver Cover,SC62,3500,pcs,0.65,77378,6/2/2024,35,Standard,0,,,,,
Central Warehouse - Bangalore,77588,6/2/2024,MP,Mahadev Plastic,4564,6/1/2024,,8.10 Silver Cover,SC63,Supplies & Consumables,Packaging,50,,pkt,75,0,0,3750,675,0,4425,8.10 Silver Cover,SC63,5000,pcs,0.75,77378,6/2/2024,50,Standard,0,,,,,
Central Warehouse - Bangalore,77588,6/2/2024,MP,Mahadev Plastic,4564,6/1/2024,,9.12 Silver Cover,SC64,Supplies & Consumables,Packaging,30,,pkt,120,0,0,3600,648,0,4248,9.12 Silver Cover,SC64,3000,pcs,1.2,77378,6/2/2024,30,Standard,0,,,,,
Central Warehouse - Bangalore,77588,6/2/2024,MP,Mahadev Plastic,4564,6/1/2024,,Disposable Plate,SC03,Supplies & Consumables,Disposables,1000,,pcs,5.8,0,0,5800,696,0,6496,Disposable Plate,SC03,1000,pcs,5.8,77378,6/2/2024,1000,Standard,0,,,,,
Central Warehouse - Bangalore,77588,6/2/2024,MP,Mahadev Plastic,4564,6/1/2024,,Party Pack - Service Spoon,SC08,Supplies & Consumables,Disposables,804,,pcs,12,0,0,9648,1736.64,0,11384.64,Party Pack - Service Spoon,SC08,804,pcs,12,77378,6/2/2024,804,Standard,0,,,,,
Central Warehouse - Bangalore,77588,6/2/2024,MP,Mahadev Plastic,4564,6/1/2024,,Silver Foil Container 250 Ml,SC102,Supplies & Consumables,Packaging,6000,,pcs,1.3,0,0,7800,936,0,8736,Silver Foil Container 250 Ml,SC102,6000,pcs,1.3,77378,6/2/2024,6000,Standard,0,,,,,
Central Warehouse - Bangalore,77588,6/2/2024,MP,Mahadev Plastic,4564,6/1/2024,,Silver Foil Container 750 Ml,SC103,Supplies & Consumables,Packaging,1000,,pcs,2.6,0,0,2600,312,0,2912,Silver Foil Container 750 Ml,SC103,1000,pcs,2.6,77378,6/2/2024,1000,Standard,0,,,,,
Central Warehouse - Bangalore,77588,6/2/2024,MP,Mahadev Plastic,4564,6/1/2024,,Tooth Pick (1 Pkt),SC12,Supplies & Consumables,Disposables,200,,pkt,13,0,0,2600,312,0,2912,Tooth Pick (1 Pkt),SC12,20000,pcs,0.13,77378,6/2/2024,200,Standard,0,,,,,
Central Warehouse - Bangalore,77590,6/2/2024,TFS,Taj Foods Solutions,TFS24/25GST0529,6/1/2024,,Extra Hot & Spicy Marrinade (200 Gms),RM27,Raw Material,Food,60,,kg,335,0,0,20100,2412,0,22512,Extra Hot & Spicy Marinade (200 Gms),RM27,60,kg,335,77516,6/2/2024,60,Standard,0,,,,,
Central Warehouse - Bangalore,77591,6/2/2024,PA,Prabhu Associates,2338/24-25,6/1/2024,,Aromat Seasonin Powder 500 Gms,MM02,Raw Material,Food,312,,box,153.57,0,0,47913.84,5749.66,0,53663.5,Aromat Seasonin Powder 500 Gms,RM02,156,kg,307.14,77517,6/2/2024,312,Standard,0,,,,,
Central Warehouse - Bangalore,77591,6/2/2024,PA,Prabhu Associates,2338/24-25,6/1/2024,,Corn flour (Posh),RM21,Raw Material,Food,360,,kg,69.64,0,0,25070.4,3008.44,0,28078.84,Corn Flour (Posh),RM21,360,kg,69.64,77517,6/2/2024,360,Standard,0,,,,,
Central Warehouse - Bangalore,77591,6/2/2024,PA,Prabhu Associates,2338/24-25,6/1/2024,,Free flow Salt,RM29,Raw Material,Food,300,,kg,25,0,0,7500,0,0,7500,Free Flow Salt,RM29,300,kg,25,77517,6/2/2024,300,Standard,0,,,,,
Central Warehouse - Bangalore,77592,6/2/2024,PA,Prabhu Associates,2339/24-25,6/1/2024,,Lemon Powder,RM52,Raw Material,Food,48,,kg,342.86,0,0,16457.28,1974.88,0,18432.16,Lemon Powder,RM52,48,kg,342.86,77518,6/2/2024,48,Standard,0,,,,,
Central Warehouse - Bangalore,77595,6/2/2024,KL,Kosher Tissue Products Pvt Ltd,1592/KOS/24-25,6/1/2024,,L Fold Tissue Paper,SC32,Supplies & Consumables,Housekeeping,700,,pkt,20.35,0,0,14245,2564.1,0,16809.1,L Fold Tissue Paper,SC32,56000,pcs,0.25,77519,6/2/2024,700,Standard,0,,,,,
Central Warehouse - Bangalore,77595,6/2/2024,KL,Kosher Tissue Products Pvt Ltd,1592/KOS/24-25,6/1/2024,,M Fold Tissue Paper,SC35,Supplies & Consumables,Housekeeping,280,,pkt,26.5,0,0,7420,1335.6,0,8755.6,M Fold Tissue Paper,SC35,19600,pcs,0.38,77519,6/2/2024,280,Standard,0,,,,,
Central Warehouse - Bangalore,77595,6/2/2024,KL,Kosher Tissue Products Pvt Ltd,1592/KOS/24-25,6/1/2024,,Tissue Paper,SC55,Supplies & Consumables,Housekeeping,30,,pkt,15,0,0,450,81,0,531,Tissue Paper,SC55,2400,pcs,0.19,77519,6/2/2024,30,Standard,0,,,,,
Central Warehouse - Bangalore,77595,6/2/2024,KL,Kosher Tissue Products Pvt Ltd,1592/KOS/24-25,6/1/2024,,Toilet Rolls,SC56,Supplies & Consumables,Housekeeping,30,,pkt,16,0,0,480,86.4,0,566.4,Toilet Rolls,SC56,30,pcs,16,77519,6/2/2024,30,Standard,0,,,,,
Central Warehouse - Bangalore,77596,6/2/2024,KL,Kosher Tissue Products Pvt Ltd,1590/KOS/24-25,6/1/2024,,L Fold Tissue Paper,SC32,Supplies & Consumables,Housekeeping,800,,pkt,20.35,0,0,16280,2930.4,0,19210.4,L Fold Tissue Paper,SC32,64000,pcs,0.25,77520,6/2/2024,800,Standard,0,,,,,
Central Warehouse - Bangalore,77596,6/2/2024,KL,Kosher Tissue Products Pvt Ltd,1590/KOS/24-25,6/1/2024,,M Fold Tissue Paper,SC35,Supplies & Consumables,Housekeeping,320,,pkt,26.5,0,0,8480,1526.4,0,10006.4,M Fold Tissue Paper,SC35,22400,pcs,0.38,77520,6/2/2024,320,Standard,0,,,,,
Central Warehouse - Bangalore,77596,6/2/2024,KL,Kosher Tissue Products Pvt Ltd,1590/KOS/24-25,6/1/2024,,Tissue Paper,SC55,Supplies & Consumables,Housekeeping,30,,pkt,15,0,0,450,81,0,531,Tissue Paper,SC55,2400,pcs,0.19,77520,6/2/2024,30,Standard,0,,,,,
Central Warehouse - Bangalore,77597,6/2/2024,GFI,Golden Foods Inc,24-25/02230,6/1/2024,,Item 8,RM45,Raw Material,Food,42.5,,kg,576.47,0,0,24499.98,1225,0,25724.98,Item 8,RM45,42.5,kg,576.47,77521,6/2/2024,42.5,Standard,0,,,,,
Central Warehouse - Bangalore,77598,6/2/2024,GFI,Golden Foods Inc,24-25/02231,6/1/2024,,Badiga Chillies  (500gm pkt),MM03,Raw Material,Food,20,,kg,240,0,0,4800,240,0,5040,Badiga Chillies (500Gm Pkt),RM03,20,kg,240,77522,6/2/2024,20,Standard,0,,,,,
Central Warehouse - Bangalore,77598,6/2/2024,GFI,Golden Foods Inc,24-25/02231,6/1/2024,,Beaten Rice (Avalakki),MM05,Raw Material,Food,60,,kg,47,0,0,2820,0,0,2820,Beaten Rice (Avalakki),RM05,60,kg,47,77522,6/2/2024,60,Standard,0,,,,,
Central Warehouse - Bangalore,77598,6/2/2024,GFI,Golden Foods Inc,24-25/02231,6/1/2024,,Free Flow Salt,RM29,Raw Material,Food,200,,kg,26,0,0,5200,0,0,5200,Free Flow Salt,RM29,200,kg,26,77522,6/2/2024,200,Standard,0,,,,,
Central Warehouse - Bangalore,77598,6/2/2024,GFI,Golden Foods Inc,24-25/02231,6/1/2024,,Guntur Chillies (500gm pkt),RM36,Raw Material,Food,20,,kg,220,0,0,4400,220,0,4620,Guntur Chillies (500Gm Pkt),RM36,20,kg,220,77522,6/2/2024,20,Standard,0,,,,,
Central Warehouse - Bangalore,77598,6/2/2024,GFI,Golden Foods Inc,24-25/02231,6/1/2024,,Moong Dal,RM101,Raw Material,Staff Food,50,,kg,117,0,0,5850,0,0,5850,Moong Dal,RM101,50,kg,117,77522,6/2/2024,50,Standard,0,,,,,
Central Warehouse - Bangalore,77598,6/2/2024,GFI,Golden Foods Inc,24-25/02231,6/1/2024,,Roasted Peanuts,RM72,Raw Material,Food,320,,kg,165,0,0,52800,6336,0,59136,Roasted Peanuts,RM72,320,kg,165,77522,6/2/2024,320,Standard,0,,,,,
Central Warehouse - Bangalore,77598,6/2/2024,GFI,Golden Foods Inc,24-25/02231,6/1/2024,,Staff Rice 25 KGS BAG,RM106,Raw Material,Staff Food,1800,,kg,53.5,0,0,96300,0,0,96300,Staff Rice 25 Kgs Bag,RM106,1800,kg,53.5,77522,6/2/2024,1800,Standard,0,,,,,
Central Warehouse - Bangalore,77598,6/2/2024,GFI,Golden Foods Inc,24-25/02231,6/1/2024,,Toor Daal,RM111,Raw Material,Staff Food,100,,kg,168,0,0,16800,0,0,16800,Toor Daal,RM111,100,kg,168,77522,6/2/2024,100,Standard,0,,,,,
Central Warehouse - Bangalore,77598,6/2/2024,GFI,Golden Foods Inc,24-25/02231,6/1/2024,,White Till 1 Kg,RM91,Raw Material,Food,100,,kg,228,0,0,22800,1140,0,23940,White Till 1 Kg,RM91,100,kg,228,77522,6/2/2024,100,Standard,0,,,,,
Central Warehouse - Bangalore,77599,6/2/2024,GFI,Golden Foods Inc,24-25/02247,6/1/2024,,Chiroti rava,RM96,Raw Material,Staff Food,10,,kg,44,0,0,440,22,0,462,Chiroti Rava,RM96,10,kg,44,77525,6/2/2024,10,Standard,0,,,,,
Central Warehouse - Bangalore,77599,6/2/2024,GFI,Golden Foods Inc,24-25/02247,6/1/2024,,Item 6,RM43,Raw Material,Food,25,,kg,320,0,0,8000,400,0,8400,Item 6,RM43,25,kg,320,77525,6/2/2024,25,Standard,0,,,,,
Central Warehouse - Bangalore,77599,6/2/2024,GFI,Golden Foods Inc,24-25/02247,6/1/2024,,Item 9,RM46,Raw Material,Food,600,,kg,152.55,0,0,91530,16475.4,0,108005.4,Item 9,RM46,600,kg,152.55,77525,6/2/2024,600,Standard,0,,,,,
Central Warehouse - Bangalore,77600,6/2/2024,ODPL,Orangetag Distributions Pvt Ltd,OT24-02770,6/1/2024,,Coke 600 Ml Pet Case (24 Pcs),TG01,Traded Goods,Drinks,200,,case,557.8571,0,0,111571.42,44628.56,0,156199.98,Coke 600 Ml Pet Case (24 Pcs),TG01,4800,pcs,23.24,77526,6/2/2024,200,Standard,0,,,,,
Central Warehouse - Bangalore,77600,6/2/2024,ODPL,Orangetag Distributions Pvt Ltd,OT24-02770,6/1/2024,,Soda 750 ml PET BOTTLE case (24 pcs),RM78,Raw Material,Food,33,,case,305.1,0,0,10068.3,1812.3,0,11880.6,Soda 750 Ml Pet Bottle Case (24 Pcs),RM78,792,pcs,12.71,77526,6/2/2024,33,Standard,0,,,,,
Central Warehouse - Bangalore,77600,6/2/2024,ODPL,Orangetag Distributions Pvt Ltd,OT24-02770,6/1/2024,,Sprite 600 ml PET BOTTLE case (24 pcs),TG06,Traded Goods,Drinks,100,,case,557.8571,0,0,55785.71,22314.28,0,78099.99,Sprite 600 Ml Pet Bottle Case (24 Pcs),TG06,2400,pcs,23.24,77526,6/2/2024,100,Standard,0,,,,,
Central Warehouse - Bangalore,77601,6/2/2024,FL,FnB Needs Foods Pvt Ltd,FnB/0164/24-25,6/1/2024,,Viraly Ghee,RM89,Raw Material,Food,560,,jar,571.43,0,0,320000.8,38400.1,0,358400.9,Viraly Ghee,RM89,560,lt,571.43,77527,6/2/2024,560,Standard,0,,,,,
Central Warehouse - Bangalore,77602,6/2/2024,MCCIPL,Metro Cash and Carry India Pvt Ltd,T0SP12324900108,6/1/2024,,Maida 1Kg,RM55,Raw Material,Food,50,,kg,36,0,0,1800,0,0,1800,Maida 1Kg,RM55,50,kg,36,77528,6/2/2024,50,Standard,0,,,,,
Central Warehouse - Bangalore,77602,6/2/2024,MCCIPL,Metro Cash and Carry India Pvt Ltd,T0SP12324900108,6/1/2024,,Mustard Oil,RM62,Raw Material,Food,240,,lt,147.6095,0,0,35426.28,1771.32,0,37197.6,Mustard Oil,RM62,240,lt,147.61,77528,6/2/2024,240,Standard,0,,,,,
Central Warehouse - Bangalore,77602,6/2/2024,MCCIPL,Metro Cash and Carry India Pvt Ltd,T0SP12324900108,6/1/2024,,Sugar,RM81,Raw Material,Food,300,,kg,38.4762,0,0,11542.86,577.14,0,12120,Sugar,RM81,300,kg,38.48,77528,6/2/2024,300,Standard,0,,,,,
Central Warehouse - Bangalore,77603,6/2/2024,AE,Aniketh Enterprises,AN/00001567,6/1/2024,,Chilli Powder (200Gm Pkt),RM16,Raw Material,Food,240,,kg,238.1,0,0,57144,2857.2,0,60001.2,Chilli Powder (200Gm Pkt),RM16,240,kg,238.1,77529,6/2/2024,240,Standard,0,,,,,
Central Warehouse - Bangalore,77603,6/2/2024,AE,Aniketh Enterprises,AN/00001567,6/1/2024,,Coriender Powder (250 Gm),RM20,Raw Material,Food,70,,kg,161.9,0,0,11333,566.66,0,11899.66,Coriander Powder (250 Gm),RM20,70,kg,161.9,77529,6/2/2024,70,Standard,0,,,,,
Central Warehouse - Bangalore,77603,6/2/2024,AE,Aniketh Enterprises,AN/00001567,6/1/2024,,Garam Masala (100Gms Pkt),RM31,Raw Material,Food,10,,kg,380.95,0,0,3809.5,190.48,0,3999.98,Garam Masala (100Gms Pkt),RM31,10,kg,380.95,77529,6/2/2024,10,Standard,0,,,,,
Central Warehouse - Bangalore,77603,6/2/2024,AE,Aniketh Enterprises,AN/00001567,6/1/2024,,Jeera Powder (100Gm Pkt),RM47,Raw Material,Food,10,,kg,438.1,0,0,4381,219.06,0,4600.06,Jeera Powder (100Gm Pkt),RM47,10,kg,438.1,77529,6/2/2024,10,Standard,0,,,,,
Central Warehouse - Bangalore,77603,6/2/2024,AE,Aniketh Enterprises,AN/00001567,6/1/2024,,Sambar Powder,RM76,Raw Material,Food,2,,kg,323.81,0,0,647.62,32.38,0,680,Sambar Powder,RM76,2,kg,323.81,77529,6/2/2024,2,Standard,0,,,,,
Central Warehouse - Bangalore,77603,6/2/2024,AE,Aniketh Enterprises,AN/00001567,6/1/2024,,Turmeric Powder (250 Gm),RM88,Raw Material,Food,70,,kg,266.67,0,0,18666.9,933.34,0,19600.24,Turmeric Powder (250 Gm),RM88,70,kg,266.67,77529,6/2/2024,70,Standard,0,,,,,
Central Warehouse - Bangalore,77604,6/2/2024,AE,Aniketh Enterprises,AN /00001566,6/1/2024,,Chilli Powder (200Gm Pkt),RM16,Raw Material,Food,30,,kg,238.1,0,0,7143,357.16,0,7500.16,Chilli Powder (200Gm Pkt),RM16,30,kg,238.1,77530,6/2/2024,30,Standard,0,,,,,
Central Warehouse - Bangalore,77604,6/2/2024,AE,Aniketh Enterprises,AN /00001566,6/1/2024,,Turmeric Powder (250 Gm),RM88,Raw Material,Food,10,,kg,266.67,0,0,2666.7,133.34,0,2800.04,Turmeric Powder (250 Gm),RM88,10,kg,266.67,77530,6/2/2024,10,Standard,0,,,,,
Central Warehouse - Bangalore,77605,6/2/2024,AM,Akshaya Marketing,6707,6/1/2024,,Kashmiri Red Chilly Powder,RM50,Raw Material,Food,100,,kg,542.86,0,0,54286,2714.3,0,57000.3,Kashmiri Red Chilly Powder,RM50,100,kg,542.86,77536,6/2/2024,100,Standard,0,,,,,
Central Warehouse - Bangalore,77606,6/2/2024,ZHPL,Zomato Hyperpure Private Limited (Blr),ZHPKA25-00093823,6/1/2024,,Refined Sunflower Oil Tin,RM71,Raw Material,Food,50,,Tin,1565.79,0,0,78289.5,3914.48,0,82203.98,Refined Sunflower Oil Tin,RM71,850,lt,92.11,77533,6/2/2024,50,Standard,0,,,,,
Central Warehouse - Bangalore,77606,6/2/2024,ZHPL,Zomato Hyperpure Private Limited (Blr),ZHPKA25-00093823,6/1/2024,,Ruchi Gold Palm Oil Tin,RM75,Raw Material,Food,80,,Tin,1539.39,0,0,123151.2,6157.56,0,129308.76,Ruchi Gold Palm Oil Tin,RM75,1360,lt,90.55,77533,6/2/2024,80,Standard,0,,,,,
Central Warehouse - Bangalore,77607,6/2/2024,VLTD,VKL Seasoning PVT LTD,7132065640,6/2/2024,,Item 10,RM38,Raw Material,Food,190,,kg,289,0,0,54910,6589.2,0,61499.2,Item 10,RM38,190,kg,289,77531,6/2/2024,190,Standard,0,,,,,
Central Warehouse - Bangalore,77610,6/2/2024,GFI,Golden Foods Inc,24-25/02248,6/1/2024,,Ajwain,MM01,Raw Material,Food,2,,kg,290,0,0,580,29,0,609,Ajwain,RM01,2,kg,290,77523,6/2/2024,2,Standard,0,,,,,
Central Warehouse - Bangalore,77610,6/2/2024,GFI,Golden Foods Inc,24-25/02248,6/1/2024,,Chat Masala (100gm pkt),RM12,Raw Material,Food,20,,kg,435,0,0,8700,435,0,9135,Chat Masala (100Gm Pkt),RM12,20,kg,435,77523,6/2/2024,20,Standard,0,,,,,
Central Warehouse - Bangalore,77610,6/2/2024,GFI,Golden Foods Inc,24-25/02248,6/1/2024,,Dabur Keora Water,RM25,Raw Material,Food,450,,bottle,53.4,0,0,24030,4325.4,0,28355.4,Dabur Keora Water,RM25,112.5,lt,213.6,77523,6/2/2024,450,Standard,0,,,,,
Central Warehouse - Bangalore,77610,6/2/2024,GFI,Golden Foods Inc,24-25/02248,6/1/2024,,Gram Flour (500gm pkt),RM34,Raw Material,Food,10,,kg,92,0,0,920,46,0,966,Gram Flour (500Gm Pkt),RM34,10,kg,92,77523,6/2/2024,10,Standard,0,,,,,
Central Warehouse - Bangalore,77610,6/2/2024,GFI,Golden Foods Inc,24-25/02248,6/1/2024,,Idly Rice,RM97,Raw Material,Staff Food,5,,kg,40,0,0,200,10,0,210,Idly Rice,RM97,5,kg,40,77523,6/2/2024,5,Standard,0,,,,,
Central Warehouse - Bangalore,77610,6/2/2024,GFI,Golden Foods Inc,24-25/02248,6/1/2024,,Jeera Seeds (100gm Pkt),RM49,Raw Material,Food,25,,kg,420,0,0,10500,525,0,11025,Jeera Seeds (100Gm Pkt),RM49,25,kg,420,77523,6/2/2024,25,Standard,0,,,,,
Central Warehouse - Bangalore,77610,6/2/2024,GFI,Golden Foods Inc,24-25/02248,6/1/2024,,Maida 1kg,RM55,Raw Material,Food,100,,kg,40,0,0,4000,0,0,4000,Maida 1Kg,RM55,100,kg,40,77523,6/2/2024,100,Standard,0,,,,,
Central Warehouse - Bangalore,77610,6/2/2024,GFI,Golden Foods Inc,24-25/02248,6/1/2024,,Mango Pickle,RM99,Raw Material,Staff Food,2,,kg,152,0,0,304,36.48,0,340.48,Mango Pickle,RM99,2,kg,152,77523,6/2/2024,2,Standard,0,,,,,
Central Warehouse - Bangalore,77610,6/2/2024,GFI,Golden Foods Inc,24-25/02248,6/1/2024,,Methi Seeds 1 Kg,RM58,Raw Material,Food,2,,kg,96,0,0,192,9.6,0,201.6,Methi Seeds 1 Kg,RM58,2,kg,96,77523,6/2/2024,2,Standard,0,,,,,
