Store Name,GRN Number,GRN Date,Supplier Code,Supplier Name,Supplier Invoice Number,Supplier Invoice Date,Actual Delivery Date,Supplier Item Name,Supplier SKU,Category,Sub Category,Supplier Qty,Return Qty,Supplier Unit,Supplier Unit Cost,Discount Amount,Charge Amount,Total Cost,Total Tax,Total ITC,Total Amount,Inventory Item Name,Inventory SKU,Inventory Qty,Inventory Unit,Inventory Unit Cost,PO Number,PO Date,PO Quantity,PO Type,PO Quantity Variance,Label,Additional Cess,GRN Item Notes,PO Item Notes,Contract
Central Warehouse - Bangalore,69665,5/3/2024,RT,Rasika TS,2190,5/2/2024,,Potato,RM70,Raw Material,Food,47,,kg,38,0,0,1786,0,0,1786,Potato,RM70,47,kg,38,69632,5/3/2024,47,Standard,0,,,,,
Central Warehouse - Bangalore,69665,5/3/2024,RT,Rasika TS,2190,5/2/2024,,Spring Onion,RM80,Raw Material,Food,10,,pcs,25,0,0,250,0,0,250,Spring Onion,RM80,10,pcs,25,69632,5/3/2024,10,Standard,0,,,,,
Central Warehouse - Bangalore,69665,5/3/2024,RT,Rasika TS,2190,5/2/2024,,Staff Tomato,345,Raw Material,Staff Food,25,,kg,26,0,0,650,0,0,650,Staff Tomato,RM107,25,kg,26,69632,5/3/2024,25,Standard,0,,,,,
Central Warehouse - Bangalore,69665,5/3/2024,RT,Rasika TS,2190,5/2/2024,,Staff vegetables,346,Raw Material,Staff Food,50,,kg,30,0,0,1500,0,0,1500,Staff vegetables,RM108,50,kg,30,69632,5/3/2024,50,Standard,0,,,,,
Central Warehouse - Bangalore,69665,5/3/2024,RT,Rasika TS,2190,5/2/2024,,Tomato,RM86,Raw Material,Food,25,,kg,26,0,0,650,0,0,650,Tomato,RM86,25,kg,26,69632,5/3/2024,25,Standard,0,,,,,
Central Warehouse - Bangalore,69666,5/3/2024,MVP,M V Pradeepa,1173,5/2/2024,,Ginger,RM33,Raw Material,Food,174,,kg,154,0,0,26796,0,0,26796,Ginger,RM33,174,kg,154,69633,5/3/2024,174,Standard,0,,,,,
Central Warehouse - Bangalore,69666,5/3/2024,MVP,M V Pradeepa,1173,5/2/2024,,Peeled Garlic,RM69,Raw Material,Food,166,,kg,249,0,0,41334,0,0,41334,Peeled Garlic,RM69,166,kg,249,69633,5/3/2024,166,Standard,0,,,,,
Central Warehouse - Bangalore,69667,5/3/2024,BI,Bajoria Inc,INV/24-25/0009,5/2/2024,,Cotton Carry Bag - Small,SS51,Supplies & Consumables,Packaging,5100,,pcs,11.25,0,0,57375,6885,0,64260,Cotton Carry Bag - Small,SC68,5100,pcs,11.25,69634,5/3/2024,5100,Standard,0,,,,,
Central Warehouse - Bangalore,69668,5/3/2024,FL,FnB Needs Foods Pvt Ltd,FnB/0085/24-25,5/2/2024,,Viraly Ghee,RM89,Raw Material,Food,480,,jar,571.43,0,0,274286.4,32914.37,0,307200.77,Viraly Ghee,RM89,480,lt,571.43,69635,5/3/2024,480,Standard,0,,,,,
Central Warehouse - Bangalore,69669,5/3/2024,AE,Aniketh Enterprises,AN/00000284,5/2/2024,,Chilli Powder (200Gm Pkt),RM16,Raw Material,Food,240,,kg,238.1,0,0,57144,2857.2,0,60001.2,Chilli Powder (200Gm Pkt),RM16,240,kg,238.1,69636,5/3/2024,240,Standard,0,,,,,
Central Warehouse - Bangalore,69669,5/3/2024,AE,Aniketh Enterprises,AN/00000284,5/2/2024,,Coriender Powder (250 Gm),RM20,Raw Material,Food,70,,kg,161.9,0,0,11333,566.66,0,11899.66,Coriander Powder (250 Gm),RM20,70,kg,161.9,69636,5/3/2024,70,Standard,0,,,,,
Central Warehouse - Bangalore,69669,5/3/2024,AE,Aniketh Enterprises,AN/00000284,5/2/2024,,Garam Masala (100Gms Pkt),RM31,Raw Material,Food,5,,kg,380.95,0,0,1904.75,95.24,0,1999.99,Garam Masala (100Gms Pkt),RM31,5,kg,380.95,69636,5/3/2024,5,Standard,0,,,,,
Central Warehouse - Bangalore,69669,5/3/2024,AE,Aniketh Enterprises,AN/00000284,5/2/2024,,Jeera Powder (100Gm Pkt),RM47,Raw Material,Food,10,,kg,419.05,0,0,4190.5,209.52,0,4400.02,Jeera Powder (100Gm Pkt),RM47,10,kg,419.05,69636,5/3/2024,10,Standard,0,,,,,
Central Warehouse - Bangalore,69669,5/3/2024,AE,Aniketh Enterprises,AN/00000284,5/2/2024,,Sambar Powder,RM76,Raw Material,Food,2,,kg,323.81,0,0,647.62,32.38,0,680,Sambar Powder,RM76,2,kg,323.81,69636,5/3/2024,2,Standard,0,,,,,
Central Warehouse - Bangalore,69669,5/3/2024,AE,Aniketh Enterprises,AN/00000284,5/2/2024,,Turmeric Powder (250 Gm),RM88,Raw Material,Food,80,,kg,266.67,0,0,21333.6,1066.68,0,22400.28,Turmeric Powder (250 Gm),RM88,80,kg,266.67,69636,5/3/2024,80,Standard,0,,,,,
Central Warehouse - Bangalore,69670,5/3/2024,ODPL,Orangetag Distributions Pvt Ltd,OT24/01477,5/2/2024,,Coke 600 Ml Pet Case (24 Pcs),TG01,Traded Goods,Drinks,220,,case,557.8571,0,0,122728.56,49091.42,0,171819.98,Coke 600 Ml Pet Case (24 Pcs),TG01,5280,pcs,23.24,69637,5/3/2024,220,Standard,0,,,,,
Central Warehouse - Bangalore,69670,5/3/2024,ODPL,Orangetag Distributions Pvt Ltd,OT24/01477,5/2/2024,,Mineral Water 1 Ltr Bottle Case (15 Pcs),TG05,Traded Goods,Drinks,60,,case,114.406,0,0,6864.36,1235.58,0,8099.94,Mineral Water 1 Ltr Bottle Case (15 Pcs),TG05,720,pcs,9.53,69637,5/3/2024,60,Standard,0,,,,,
Central Warehouse - Bangalore,69670,5/3/2024,ODPL,Orangetag Distributions Pvt Ltd,OT24/01477,5/2/2024,,Soda 750 ml PET BOTTLE case (24 pcs),RM78,Raw Material,Food,50,,case,305.0848,0,0,15254.24,2745.76,0,18000,Soda 750 Ml Pet Bottle Case (24 Pcs),RM78,1200,pcs,12.71,69637,5/3/2024,50,Standard,0,,,,,
Central Warehouse - Bangalore,69670,5/3/2024,ODPL,Orangetag Distributions Pvt Ltd,OT24/01477,5/2/2024,,Sprite 600 ml PET BOTTLE case (24 pcs),TG06,Traded Goods,Drinks,10,,case,557.8571,0,0,5578.57,2231.42,0,7809.99,Sprite 600 Ml Pet Bottle Case (24 Pcs),TG06,240,pcs,23.24,69637,5/3/2024,10,Standard,0,,,,,
Central Warehouse - Bangalore,69671,5/3/2024,MCCIPL,Metro Cash and Carry India Pvt Ltd,T0SP11724900236,5/3/2024,,Sugar,RM81,Raw Material,Food,100,,kg,38,0,0,3800,190,0,3990,Sugar,RM81,100,kg,38,69638,5/3/2024,100,Standard,0,,,,,
Central Warehouse - Bangalore,69671,5/3/2024,MCCIPL,Metro Cash and Carry India Pvt Ltd,T0SP11724900236,5/3/2024,,Tomato Sauce 1Ltr PKT,RM87,Raw Material,Food,10,,bottle,84.829,0,0,848.29,101.8,0,950.09,Tomato Sauce 1Ltr Pkt,RM87,10,lt,84.83,69638,5/3/2024,10,Standard,0,,,,,
Central Warehouse - Bangalore,69672,5/3/2024,MCCIPL,Metro Cash and Carry India Pvt Ltd,T0SP11724900238,5/2/2024,,Refined Sunflower Oil Tin,RM71,Raw Material,Food,100,,Tin,1571.4284,0,0,157142.84,7857.14,0,164999.98,Refined Sunflower Oil Tin,RM71,1700,lt,92.44,69639,5/3/2024,100,Standard,0,,,,,
Central Warehouse - Bangalore,69673,5/3/2024,MCCIPL,Metro Cash and Carry India Pvt Ltd,T0SP11724900246,5/2/2024,,Ruchi Gold Palm Oil Tin,RM75,Raw Material,Food,56,,Tin,1561.90464,0,0,87466.66,4373.34,0,91840,Ruchi Gold Palm Oil Tin,RM75,952,lt,91.88,69640,5/3/2024,56,Standard,0,,,,,
Central Warehouse - Bangalore,69674,5/3/2024,NPSO,N P Soap Oil,259,5/3/2024,,Caustic Soda,SC17,Supplies & Consumables,Housekeeping,3,,kg,90,0,0,270,48.6,0,318.6,Caustic Soda,SC17,3,kg,90,69642,5/3/2024,3,Standard,0,,,,,
Central Warehouse - Bangalore,69674,5/3/2024,NPSO,N P Soap Oil,259,5/3/2024,,Phenyle Oil,SC40,Supplies & Consumables,Housekeeping,25,,lt,30,0,0,750,135,0,885,Phenyle Oil,SC40,25,lt,30,69642,5/3/2024,25,Standard,0,,,,,
Central Warehouse - Bangalore,69674,5/3/2024,NPSO,N P Soap Oil,259,5/3/2024,,Sabina Powder,SC47,Supplies & Consumables,Housekeeping,100,,kg,14,0,0,1400,252,0,1652,Sabina Powder,SC47,100,kg,14,69642,5/3/2024,100,Standard,0,,,,,
Central Warehouse - Bangalore,69674,5/3/2024,NPSO,N P Soap Oil,259,5/3/2024,,Soap Oil,SC49,Supplies & Consumables,Housekeeping,350,,lt,8,0,0,2800,504,0,3304,Soap Oil,SC49,350,lt,8,69642,5/3/2024,350,Standard,0,,,,,
Central Warehouse - Bangalore,69675,5/3/2024,PA,Prabhu Associates,1180/24-25,5/3/2024,,Lemon Powder,RM52,Raw Material,Food,24,,kg,342.86,0,0,8228.64,987.44,0,9216.08,Lemon Powder,RM52,24,kg,342.86,69643,5/3/2024,24,Standard,0,,,,,
Central Warehouse - Bangalore,69676,5/3/2024,PA,Prabhu Associates,1179/24-25,5/2/2024,,Aromat Seasonin Powder 500 Gms,MM02,Raw Material,Food,312,,box,153.57,0,0,47913.84,5749.66,0,53663.5,Aromat Seasonin Powder 500 Gms,RM02,156,kg,307.14,69644,5/3/2024,312,Standard,0,,,,,
Central Warehouse - Bangalore,69676,5/3/2024,PA,Prabhu Associates,1179/24-25,5/2/2024,,Corn flour (Posh),RM21,Raw Material,Food,360,,kg,69.64,0,0,25070.4,3008.44,0,28078.84,Corn Flour (Posh),RM21,360,kg,69.64,69644,5/3/2024,360,Standard,0,,,,,
Central Warehouse - Bangalore,69676,5/3/2024,PA,Prabhu Associates,1179/24-25,5/2/2024,,Free flow Salt,RM29,Raw Material,Food,300,,kg,25,0,0,7500,0,0,7500,Free Flow Salt,RM29,300,kg,25,69644,5/3/2024,300,Standard,0,,,,,
Central Warehouse - Bangalore,69677,5/3/2024,MP,Mahadev Plastic,4289,5/2/2024,,L Fold Tissue Paper,SC32,Supplies & Consumables,Housekeeping,500,,pkt,20,0,0,10000,1800,0,11800,L Fold Tissue Paper,SC32,40000,pcs,0.25,69645,5/3/2024,,Standard,,,,,,
Central Warehouse - Bangalore,69677,5/3/2024,MP,Mahadev Plastic,4289,5/2/2024,,M Fold Tissue Paper,SC35,Supplies & Consumables,Housekeeping,120,,pkt,42.5,0,0,5100,918,0,6018,M Fold Tissue Paper,SC35,120,pcs,42.5,69645,5/3/2024,120,Standard,0,,,,,
Central Warehouse - Bangalore,69677,5/3/2024,MP,Mahadev Plastic,4289,5/2/2024,,Surgical Gloves,SC53,Supplies & Consumables,Housekeeping,20,,pkt,280,0,0,5600,672,0,6272,Surgical Gloves,SC53,20,pcs,280,69645,5/3/2024,20,Standard,0,,,,,
Central Warehouse - Bangalore,69678,5/3/2024,VLTD,VKL Seasoning PVT LTD,7132064230,5/2/2024,,Item 10,RM38,Raw Material,Food,200,,kg,289,0,0,57800,6936,0,64736,Item 10,RM38,200,kg,289,69646,5/3/2024,200,Standard,0,,,,,
Central Warehouse - Bangalore,69679,5/3/2024,KL,Kosher Tissue Products Pvt Ltd,776/KOS/24-25,5/2/2024,,L Fold Tissue Paper,SC32,Supplies & Consumables,Housekeeping,1500,,pkt,20.35,0,0,30525,5494.5,0,36019.5,L Fold Tissue Paper,SC32,120000,pcs,0.25,69641,5/3/2024,1500,Standard,0,,,,,
Central Warehouse - Bangalore,69679,5/3/2024,KL,Kosher Tissue Products Pvt Ltd,776/KOS/24-25,5/2/2024,,M Fold Tissue Paper,SC35,Supplies & Consumables,Housekeeping,600,,pkt,26.5,0,0,15900,2862,0,18762,M Fold Tissue Paper,SC35,42000,pcs,0.38,69641,5/3/2024,600,Standard,0,,,,,
Central Warehouse - Bangalore,69679,5/3/2024,KL,Kosher Tissue Products Pvt Ltd,776/KOS/24-25,5/2/2024,,Tissue Paper,SC55,Supplies & Consumables,Housekeeping,90,,pkt,15,0,0,1350,243,0,1593,Tissue Paper,SC55,7200,pcs,0.19,69641,5/3/2024,90,Standard,0,,,,,
Central Warehouse - Bangalore,69679,5/3/2024,KL,Kosher Tissue Products Pvt Ltd,776/KOS/24-25,5/2/2024,,Toilet Rolls,SC56,Supplies & Consumables,Housekeeping,30,,pkt,16,0,0,480,86.4,0,566.4,Toilet Rolls,SC56,30,pcs,16,69641,5/3/2024,30,Standard,0,,,,,
Central Warehouse - Bangalore,69728,5/3/2024,GL,Godrej Tyson Foods Limited,4222407854,5/3/2024,,Chicken Breast Boneless,RM13,Raw Material,Food,147.8,,kg,285,0,0,42123,0,0,42123,Chicken Breast Boneless,RM13,147.8,kg,285,69704,5/3/2024,147.8,Standard,0,,,,,
Central Warehouse - Bangalore,69729,5/3/2024,MC,Mithra's Chicken ,18,5/3/2024,,Chicken Breast Boneless,RM13,Raw Material,Food,92.5,,kg,275,0,0,25437.5,0,0,25437.5,Chicken Breast Boneless,RM13,92.5,kg,275,69705,5/3/2024,92.5,Standard,0,,,,,
Central Warehouse - Bangalore,69730,5/3/2024,SF,Siddhi Foods,4597,5/3/2024,,Chicken Breast Boneless,RM13,Raw Material,Food,104.4,,kg,275,0,0,28710,0,0,28710,Chicken Breast Boneless,RM13,104.4,kg,275,69706,5/3/2024,104.4,Standard,0,,,,,
Central Warehouse - Bangalore,69731,5/3/2024,ASCC,AY Sabir Chicken Center,982,5/3/2024,,Whole Chicken Without Skin,RM93,Raw Material,Food,230,,kg,230,0,0,52900,0,0,52900,Whole Chicken Without Skin,RM93,230,kg,230,69712,5/3/2024,230,Standard,0,,,,,
Central Warehouse - Bangalore,69733,5/3/2024,BJF,BJ Foods,2794,5/3/2024,,Chicken Breast Boneless,RM13,Raw Material,Food,205.6,,kg,275,0,0,56540,0,0,56540,Chicken Breast Boneless,RM13,205.6,kg,275,69713,5/3/2024,205.6,Standard,0,,,,,
Central Warehouse - Bangalore,69734,5/3/2024,BPC,Brite Poultry Center,669,5/3/2024,,Whole Chicken Without Skin,RM93,Raw Material,Food,216.6,,kg,230,0,0,49818,0,0,49818,Whole Chicken Without Skin,RM93,216.6,kg,230,69714,5/3/2024,216.6,Standard,0,,,,,
Central Warehouse - Bangalore,69735,5/3/2024,BE,Bharathi Enterprises,570,5/3/2024,,Curd,RM23,Raw Material,Food,708,,lt,54.58,0,0,38642.64,1932.14,0,40574.78,Curd,RM23,708,lt,54.58,69692,5/3/2024,708,Standard,0,,,,,
Central Warehouse - Bangalore,69736,5/3/2024,VE,Vani Enterprises,TX-717/24-25,5/3/2024,,Curd,RM23,Raw Material,Food,504,,lt,54.5,0,0,27468,1373.4,0,28841.4,Curd,RM23,504,lt,54.5,69693,5/3/2024,504,Standard,0,,,,,
Central Warehouse - Bangalore,69736,5/3/2024,VE,Vani Enterprises,TX-717/24-25,5/3/2024,,Frozen Green Peas,RM30,Raw Material,Food,10,,kg,100,0,0,1000,0,0,1000,Frozen Green Peas,RM30,10,kg,100,69693,5/3/2024,10,Standard,0,,,,,
Central Warehouse - Bangalore,69736,5/3/2024,VE,Vani Enterprises,TX-717/24-25,5/3/2024,,Milk,RM100,Raw Material,Staff Food,6,,lt,48,0,0,288,0,0,288,Milk,RM100,6,lt,48,69693,5/3/2024,6,Standard,0,,,,,
Central Warehouse - Bangalore,69736,5/3/2024,VE,Vani Enterprises,TX-717/24-25,5/3/2024,,Milky Mist Khova,RM59,Raw Material,Food,10,,kg,295,0,0,2950,147.5,0,3097.5,Milky Mist Khova,RM59,10,kg,295,69693,5/3/2024,10,Standard,0,,,,,
Central Warehouse - Bangalore,69736,5/3/2024,VE,Vani Enterprises,TX-717/24-25,5/3/2024,,Milky Mist Paneer 1Kg,RM60,Raw Material,Food,48,,kg,337,0,0,16176,808.8,0,16984.8,Milky Mist Paneer 1Kg,RM60,48,kg,337,69693,5/3/2024,48,Standard,0,,,,,
Central Warehouse - Bangalore,69737,5/3/2024,FS2B,Farm S2B,INV-0000297,5/3/2024,,Carrot,MM10,Raw Material,Food,10,,kg,75,0,0,750,0,0,750,Carrot,RM10,10,kg,75,69699,5/3/2024,10,Standard,0,,,,,
Central Warehouse - Bangalore,69737,5/3/2024,FS2B,Farm S2B,INV-0000297,5/3/2024,,Cauliflower,RM11,Raw Material,Food,10,,kg,45,0,0,450,0,0,450,Cauliflower,RM11,10,kg,45,69699,5/3/2024,10,Standard,0,,,,,
Central Warehouse - Bangalore,69737,5/3/2024,FS2B,Farm S2B,INV-0000297,5/3/2024,,Coconut,RM17,Raw Material,Food,30,,pcs,36,0,0,1080,0,0,1080,Coconut,RM17,30,pcs,36,69699,5/3/2024,30,Standard,0,,,,,
Central Warehouse - Bangalore,69737,5/3/2024,FS2B,Farm S2B,INV-0000297,5/3/2024,,Coriender Leaves Bunch,RM19,Raw Material,Food,30,,pcs,32,0,0,960,0,0,960,Coriander Leaves Bunch,RM19,30,pcs,32,69699,5/3/2024,30,Standard,0,,,,,
Central Warehouse - Bangalore,69737,5/3/2024,FS2B,Farm S2B,INV-0000297,5/3/2024,,Cucumber,RM22,Raw Material,Food,120,,kg,46,0,0,5520,0,0,5520,Cucumber,RM22,120,kg,46,69699,5/3/2024,120,Standard,0,,,,,
Central Warehouse - Bangalore,69737,5/3/2024,FS2B,Farm S2B,INV-0000297,5/3/2024,,Curry Leaves Bunch,RM24,Raw Material,Food,7,,kg,90,0,0,630,0,0,630,Curry Leaves Bunch,RM24,7,kg,90,69699,5/3/2024,7,Standard,0,,,,,
Central Warehouse - Bangalore,69737,5/3/2024,FS2B,Farm S2B,INV-0000297,5/3/2024,,Ginger,RM33,Raw Material,Food,55,,kg,154,0,0,8470,0,0,8470,Ginger,RM33,55,kg,154,69699,5/3/2024,55,Standard,0,,,,,
Central Warehouse - Bangalore,69737,5/3/2024,FS2B,Farm S2B,INV-0000297,5/3/2024,,Green Chilly (250gm pkt),RM35,Raw Material,Food,10,,kg,90,0,0,900,0,0,900,Green Chilly (250Gm Pkt),RM35,10,kg,90,69699,5/3/2024,10,Standard,0,,,,,
Central Warehouse - Bangalore,69737,5/3/2024,FS2B,Farm S2B,INV-0000297,5/3/2024,,Lemon,RM51,Raw Material,Food,25,,kg,130,0,0,3250,0,0,3250,Lemon,RM51,25,kg,130,69699,5/3/2024,25,Standard,0,,,,,
Central Warehouse - Bangalore,69737,5/3/2024,FS2B,Farm S2B,INV-0000297,5/3/2024,,Mint Leaves Bunch,RM61,Raw Material,Food,120,,pcs,13,0,0,1560,0,0,1560,Mint Leaves Bunch,RM61,30,kg,52,69699,5/3/2024,120,Standard,0,,,,,
Central Warehouse - Bangalore,69737,5/3/2024,FS2B,Farm S2B,INV-0000297,5/3/2024,,Onion,RM66,Raw Material,Food,270,,kg,27,0,0,7290,0,0,7290,Onion,RM66,270,kg,27,69699,5/3/2024,270,Standard,0,,,,,
Central Warehouse - Bangalore,69737,5/3/2024,FS2B,Farm S2B,INV-0000297,5/3/2024,,Peeled Garlic,RM69,Raw Material,Food,45,,kg,295,0,0,13275,0,0,13275,Peeled Garlic,RM69,45,kg,295,69699,5/3/2024,45,Standard,0,,,,,
Central Warehouse - Bangalore,69737,5/3/2024,FS2B,Farm S2B,INV-0000297,5/3/2024,,Potato,RM70,Raw Material,Food,20,,kg,45,0,0,900,0,0,900,Potato,RM70,20,kg,45,69699,5/3/2024,20,Standard,0,,,,,
Central Warehouse - Bangalore,69737,5/3/2024,FS2B,Farm S2B,INV-0000297,5/3/2024,,Spring Onion,RM80,Raw Material,Food,10,,pcs,38,0,0,380,0,0,380,Spring Onion,RM80,10,pcs,38,69699,5/3/2024,10,Standard,0,,,,,
Central Warehouse - Bangalore,69737,5/3/2024,FS2B,Farm S2B,INV-0000297,5/3/2024,,Staff vegetables,346,Raw Material,Staff Food,10,,kg,44,0,0,440,0,0,440,Staff vegetables,RM108,10,kg,44,69699,5/3/2024,10,Standard,0,,,,,
Central Warehouse - Bangalore,69737,5/3/2024,FS2B,Farm S2B,INV-0000297,5/3/2024,,Tomato,RM86,Raw Material,Food,23,,kg,34,0,0,782,0,0,782,Tomato,RM86,23,kg,34,69699,5/3/2024,23,Standard,0,,,,,
Central Warehouse - Bangalore,69737,5/3/2024,FS2B,Farm S2B,INV-0000297,5/3/2024,,capsicum,MM09,Raw Material,Food,5,,kg,68,0,0,340,0,0,340,Capsicum,RM09,5,kg,68,69699,5/3/2024,5,Standard,0,,,,,
Central Warehouse - Bangalore,69738,5/3/2024,VMP,Vallabha Milk Products Pvt Ltd,2800005048/2425,5/3/2024,,Curd,RM23,Raw Material,Food,120,,lt,49.52,0,0,5942.4,297.12,0,6239.52,Curd,RM23,120,lt,49.52,69694,5/3/2024,120,Standard,0,,,,,
Central Warehouse - Bangalore,69739,5/3/2024,MCCIPL,Metro Cash and Carry India Pvt Ltd,T0SP11724900284,5/3/2024,,Milky Mist Paneer 1Kg,RM60,Raw Material,Food,50,,kg,335.238,0,0,16761.9,838.1,0,17600,Milky Mist Paneer 1Kg,RM60,50,kg,335.24,69700,5/3/2024,50,Standard,0,,,,,
Central Warehouse - Bangalore,69740,5/3/2024,MCCIPL,Metro Cash and Carry India Pvt Ltd,T0SP11724900279,5/3/2024,,Refined Sunflower Oil Tin,RM71,Raw Material,Food,100,,Tin,1571.4286,0,0,157142.86,7857.14,0,165000,Refined Sunflower Oil Tin,RM71,1700,lt,92.44,69701,5/3/2024,100,Standard,0,,,,,
Central Warehouse - Bangalore,69741,5/3/2024,MCCIPL,Metro Cash and Carry India Pvt Ltd,T0SP11724900276,5/3/2024,,Box File,200,Supplies & Consumables,Stationary,12,,pcs,65.6825,0,0,788.19,141.88,0,930.07,Box File,SC116,12,pcs,65.68,69702,5/3/2024,12,Standard,0,,,,,
Central Warehouse - Bangalore,69741,5/3/2024,MCCIPL,Metro Cash and Carry India Pvt Ltd,T0SP11724900276,5/3/2024,,Hand Wash,SC26,Supplies & Consumables,Housekeeping,27,,pcs,63.5592,0,0,1716.1,308.9,0,2025,Hand Wash,SC26,27,pcs,63.56,69702,5/3/2024,27,Standard,0,,,,,
Central Warehouse - Bangalore,69741,5/3/2024,MCCIPL,Metro Cash and Carry India Pvt Ltd,T0SP11724900276,5/3/2024,,Harpic,SC27,Supplies & Consumables,Housekeeping,13,,pcs,35.4261,0,0,460.54,82.9,0,543.44,Harpic,SC27,13,pcs,35.43,69702,5/3/2024,13,Standard,0,,,,,
Central Warehouse - Bangalore,69741,5/3/2024,MCCIPL,Metro Cash and Carry India Pvt Ltd,T0SP11724900276,5/3/2024,,Permanent Marker,SC130,Supplies & Consumables,Stationary,40,,pcs,13.0805,0,0,523.22,94.18,0,617.4,Permanent Marker,SC130,40,pcs,13.08,69702,5/3/2024,40,Standard,0,,,,,
Central Warehouse - Bangalore,69741,5/3/2024,MCCIPL,Metro Cash and Carry India Pvt Ltd,T0SP11724900276,5/3/2024,,Room Freshener,SC45,Supplies & Consumables,Housekeeping,20,,pcs,75.42,0,0,1508.4,271.52,0,1779.92,Room Freshener,SC45,20,pcs,75.42,69702,5/3/2024,20,Standard,0,,,,,
Central Warehouse - Bangalore,69742,5/3/2024,RPB,RJ Paper Bags,S24250036,5/3/2024,,Manis Paper Pouch,SC85,Supplies & Consumables,Packaging,34000,,pcs,1.86,0,0,63240,11383.2,0,74623.2,Manis Paper Pouch,SC85,34000,pcs,1.86,69710,5/3/2024,34000,Standard,0,,,,,
Central Warehouse - Bangalore,69809,5/3/2024,AP,Ambika Packaging,1006,5/3/2024,,Half Green Container 600 Ml,SC76,Supplies & Consumables,Packaging,4000,,pcs,6,0,0,24000,4320,0,28320,Half Green Container 600 Ml,SC76,4000,pcs,6,69767,5/3/2024,4000,Standard,0,,,,,
Central Warehouse - Bangalore,69809,5/3/2024,AP,Ambika Packaging,1006,5/3/2024,,Half Red 600Ml Container,SC77,Supplies & Consumables,Packaging,11200,,pcs,6,0,0,67200,12096,0,79296,Half Red 600Ml Container,SC77,11200,pcs,6,69767,5/3/2024,11200,Standard,0,,,,,
Central Warehouse - Bangalore,69809,5/3/2024,AP,Ambika Packaging,1006,5/3/2024,,Regular Container 750 Ml,SC100,Supplies & Consumables,Packaging,4000,,pcs,6.5,0,0,26000,4680,0,30680,Regular Container 750 Ml,SC100,4000,pcs,6.5,69767,5/3/2024,4000,Standard,0,,,,,
Central Warehouse - Bangalore,69810,5/3/2024,AP,Ambika Packaging,1007,5/3/2024,,Dlite Black Containers 500Ml,SC69,Supplies & Consumables,Packaging,3000,,pcs,5.05,0,0,15150,2727,0,17877,Dlite Black Containers 500Ml,SC69,3000,pcs,5.05,69768,5/3/2024,3000,Standard,0,,,,,
Central Warehouse - Bangalore,69810,5/3/2024,AP,Ambika Packaging,1007,5/3/2024,,Family Container 2500 Ml,SC70,Supplies & Consumables,Packaging,1200,,pcs,13.5,0,0,16200,2916,0,19116,Family Container 2500 Ml,SC70,1200,pcs,13.5,69768,5/3/2024,1200,Standard,0,,,,,
Central Warehouse - Bangalore,69810,5/3/2024,AP,Ambika Packaging,1007,5/3/2024,,Full Container 1000 Ml,SC72,Supplies & Consumables,Packaging,2500,,pcs,7.6,0,0,19000,3420,0,22420,Full Container 1000 Ml,SC72,2500,pcs,7.6,69768,5/3/2024,2500,Standard,0,,,,,
Central Warehouse - Bangalore,69810,5/3/2024,AP,Ambika Packaging,1007,5/3/2024,,Large Container 1500 Ml,SC78,Supplies & Consumables,Packaging,4000,,pcs,9.35,0,0,37400,6732,0,44132,Large Container 1500 Ml,SC78,4000,pcs,9.35,69768,5/3/2024,4000,Standard,0,,,,,
Central Warehouse - Bangalore,69810,5/3/2024,AP,Ambika Packaging,1007,5/3/2024,,Large Green Container 1500 Ml,SC79,Supplies & Consumables,Packaging,1000,,pcs,9.35,0,0,9350,1683,0,11033,Large Green Container 1500 Ml,SC79,1000,pcs,9.35,69768,5/3/2024,1000,Standard,0,,,,,
Central Warehouse - Bangalore,69810,5/3/2024,AP,Ambika Packaging,1007,5/3/2024,,Regular Green Container 750 Ml,SC101,Supplies & Consumables,Packaging,2400,,pcs,6.5,0,0,15600,2808,0,18408,Regular Green Container 750 Ml,SC101,2400,pcs,6.5,69768,5/3/2024,2400,Standard,0,,,,,
Central Warehouse - Bangalore,69949,5/4/2024,GL,Godrej Tyson Foods Limited,4222408159,5/4/2024,,Chicken Breast Boneless,RM13,Raw Material,Food,137.5,,kg,285,0,0,39187.5,0,0,39187.5,Chicken Breast Boneless,RM13,137.5,kg,285,69944,5/4/2024,137.5,Standard,0,,,,,
Central Warehouse - Bangalore,69950,5/4/2024,SF,Siddhi Foods,4815,5/4/2024,,Chicken Breast Boneless,RM13,Raw Material,Food,75.6,,kg,275,0,0,20790,0,0,20790,Chicken Breast Boneless,RM13,75.6,kg,275,69945,5/4/2024,75.6,Standard,0,,,,,
Central Warehouse - Bangalore,69951,5/4/2024,BE,Bharathi Enterprises,571,5/4/2024,,Curd,RM23,Raw Material,Food,600,,lt,54.58,0,0,32748,1637.4,0,34385.4,Curd,RM23,600,lt,54.58,69935,5/4/2024,600,Standard,0,,,,,
Central Warehouse - Bangalore,69952,5/4/2024,VMP,Vallabha Milk Products Pvt Ltd,2800005325/2425,5/4/2024,,Curd,RM23,Raw Material,Food,10,,lt,50.48,0,0,504.8,25.24,0,530.04,Curd,RM23,10,lt,50.48,69936,5/4/2024,10,Standard,0,,,,,
